Player,Team,GAME_DATE,MATCHUP,Win/Loss,Minutes,2PTMade,2PTAttempted,2PT_%,3PTMade,3PT_Attempted,3PT_%,FreeThrowsMade,FreeThrowsAttempted,FreeThrow%,OffensiveRebounds,DefensiveRebounds,TotRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Points,+/-
Mo Bamba,76ers,6-Nov-23,PHI vs. WAS,W,4,0,0,0.00%,0,0,0.00%,2,2,100.00%,0,2,2,0,0,1,2,1,2,-6
Mo Bamba,76ers,4-Nov-23,PHI vs. PHX,W,2,0,2,0.00%,0,0,0.00%,0,0,0.00%,2,0,2,0,0,0,0,1,0,-5
Mo Bamba,76ers,2-Nov-23,PHI vs. TOR,W,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,2,2,0,0,0,1,1,0,-2
Mo Bamba,76ers,29-Oct-23,PHI vs. POR,W,2,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,1,0,0,0,0
Mo Bamba - Average,Average,,,,2.2,0,0.5,0.00%,0,0,0.00%,0.5,0.5,25.00%,0.5,1,1.5,0,0,0.5,0.8,0.8,0.5,-3.2
Paolo Banchero,Magic,11-Nov-23,ORL vs. MIL,W,38,10,22,45.50%,2,5,40.00%,4,5,80.00%,3,9,12,5,1,0,3,2,26,10
Paolo Banchero,Magic,9-Nov-23,ORL vs. ATL,L,34,7,14,50.00%,1,3,33.30%,2,4,50.00%,4,4,8,4,1,0,5,4,17,-5
Paolo Banchero,Magic,6-Nov-23,ORL vs. DAL,L,37,8,18,44.40%,0,1,0.00%,6,6,100.00%,1,4,5,6,0,0,6,5,22,-15
Paolo Banchero,Magic,4-Nov-23,ORL vs. LAL,W,34,9,15,60.00%,2,4,50.00%,5,7,71.40%,1,6,7,10,1,1,4,2,25,23
Paolo Banchero,Magic,2-Nov-23,ORL @ UTA,W,36,9,13,69.20%,1,2,50.00%,11,15,73.30%,2,7,9,5,3,2,6,4,30,-5
Paolo Banchero,Magic,31-Oct-23,ORL @ LAC,L,32,5,13,38.50%,1,3,33.30%,4,8,50.00%,0,4,4,4,4,0,3,3,15,-15
Paolo Banchero,Magic,30-Oct-23,ORL @ LAL,L,30,4,14,28.60%,1,5,20.00%,0,2,0.00%,1,4,5,5,0,0,2,3,9,-12
Paolo Banchero,Magic,27-Oct-23,ORL @ POR,W,35,5,12,41.70%,0,0,0.00%,4,9,44.40%,2,5,7,4,2,0,3,1,14,2
Paolo Banchero,Magic,25-Oct-23,ORL vs. HOU,W,28,3,6,50.00%,0,1,0.00%,6,7,85.70%,0,5,5,5,1,0,1,2,12,11
Paolo Banchero - Average,Average,,,,33.8,6.7,14.1,47.50%,0.9,2.7,25.20%,4.7,7,61.60%,1.6,5.3,6.9,5.3,1.4,0.3,3.7,2.9,18.9,-0.7
Desmond Bane,Grizzlies,12-Nov-23,MEM @ LAC,W,35,10,24,41.70%,3,11,27.30%,4,6,66.70%,1,3,4,6,0,1,4,4,27,11
Desmond Bane,Grizzlies,10-Nov-23,MEM vs. UTA,L,38,14,28,50.00%,7,13,53.80%,2,3,66.70%,0,4,4,8,1,2,3,3,37,1
Desmond Bane,Grizzlies,8-Nov-23,MEM vs. MIA,L,36,4,16,25.00%,2,8,25.00%,5,6,83.30%,0,5,5,3,1,2,1,3,15,-18
Desmond Bane,Grizzlies,5-Nov-23,MEM @ POR,W,34,13,27,48.10%,3,9,33.30%,1,1,100.00%,0,8,8,5,1,0,3,5,30,8
Desmond Bane,Grizzlies,3-Nov-23,MEM @ POR,L,45,13,26,50.00%,3,9,33.30%,4,5,80.00%,1,7,8,7,4,3,3,5,33,11
Desmond Bane,Grizzlies,1-Nov-23,MEM @ UTA,L,27,7,19,36.80%,4,12,33.30%,3,3,100.00%,1,2,3,0,1,0,2,1,21,-25
Desmond Bane,Grizzlies,30-Oct-23,MEM vs. DAL,L,37,12,17,70.60%,3,7,42.90%,3,4,75.00%,2,4,6,3,3,0,2,3,30,0
Desmond Bane,Grizzlies,28-Oct-23,MEM @ WAS,L,34,10,20,50.00%,4,10,40.00%,2,2,100.00%,1,1,2,5,1,1,5,4,26,-11
Desmond Bane,Grizzlies,27-Oct-23,MEM vs. DEN,L,32,4,17,23.50%,1,10,10.00%,6,6,100.00%,1,2,3,3,2,0,2,3,15,-8
Desmond Bane,Grizzlies,25-Oct-23,MEM vs. NOP,L,36,11,22,50.00%,5,10,50.00%,4,5,80.00%,0,5,5,5,2,1,2,1,31,6
Desmond Bane - Average,Average,,,,35.4,9.8,21.6,44.60%,3.5,9.9,34.90%,3.4,4.1,85.20%,0.7,4.1,4.8,4.5,1.6,1,2.7,3.2,26.5,-2.5
Dalano Banton,Celtics,11-Nov-23,BOS vs. TOR,W,6,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-2
Dalano Banton,Celtics,10-Nov-23,BOS vs. BKN,W,4,0,1,0.00%,0,0,0.00%,0,0,0.00%,1,0,1,0,0,0,0,0,0,-6
Dalano Banton,Celtics,1-Nov-23,BOS vs. IND,W,8,4,4,100.00%,0,0,0.00%,3,3,100.00%,0,3,3,1,1,0,0,2,11,3
Dalano Banton,Celtics,30-Oct-23,BOS @ WAS,W,10,1,3,33.30%,0,1,0.00%,0,0,0.00%,2,0,2,1,0,0,1,1,2,-17
Dalano Banton - Average,Average,,,,7,1.2,2.2,33.30%,0,0.5,0.00%,0.8,0.8,25.00%,0.8,0.8,1.5,0.5,0.2,0,0.2,0.8,3.2,-5.5
Dominick Barlow,Spurs,8-Nov-23,SAS @ NYK,L,3,1,1,100.00%,0,0,0.00%,0,2,0.00%,0,1,1,0,0,0,0,0,2,0
Dominick Barlow,Spurs,6-Nov-23,SAS @ IND,L,8,1,4,25.00%,0,0,0.00%,2,2,100.00%,0,0,0,0,0,0,0,1,4,-1
Dominick Barlow,Spurs,29-Oct-23,SAS @ LAC,L,5,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-10
Dominick Barlow - Average,Average,,,,5.3,0.7,1.7,41.70%,0,0,0.00%,0.7,1.3,33.30%,0,0.3,0.3,0,0,0,0,0.3,2,-3.7
Harrison Barnes,Kings,10-Nov-23,SAC vs. OKC,W,26,1,8,12.50%,0,4,0.00%,2,2,100.00%,2,2,4,1,0,0,1,1,4,7
Harrison Barnes,Kings,8-Nov-23,SAC vs. POR,W,36,5,8,62.50%,2,5,40.00%,0,0,0.00%,1,4,5,0,1,0,1,3,12,-1
Harrison Barnes,Kings,6-Nov-23,SAC @ HOU,L,22,1,6,16.70%,0,4,0.00%,1,2,50.00%,0,0,0,1,0,0,0,0,3,-21
Harrison Barnes,Kings,4-Nov-23,SAC @ HOU,L,32,3,7,42.90%,3,4,75.00%,4,5,80.00%,0,3,3,0,0,0,0,0,13,-19
Harrison Barnes,Kings,1-Nov-23,SAC @ GSW,L,31,4,8,50.00%,4,7,57.10%,2,2,100.00%,1,0,1,1,1,0,1,0,14,2
Harrison Barnes,Kings,29-Oct-23,SAC vs. LAL,W,39,3,9,33.30%,0,4,0.00%,2,2,100.00%,0,2,2,2,0,1,0,1,8,-4
Harrison Barnes,Kings,27-Oct-23,SAC vs. GSW,L,30,4,5,80.00%,1,2,50.00%,1,4,25.00%,1,3,4,1,1,0,0,1,10,-9
Harrison Barnes,Kings,25-Oct-23,SAC @ UTA,W,33,11,16,68.80%,5,7,71.40%,6,6,100.00%,0,4,4,2,1,0,1,2,33,10
Harrison Barnes - Average,Average,,,,31.1,4,8.4,45.80%,1.9,4.6,36.70%,2.2,2.9,69.40%,0.6,2.2,2.9,1,0.5,0.1,0.5,1,12.1,-4.4
Scottie Barnes,Raptors,11-Nov-23,TOR @ BOS,L,29,4,15,26.70%,2,9,22.20%,0,0,0.00%,1,4,5,4,1,1,1,1,10,-28
Scottie Barnes,Raptors,8-Nov-23,TOR @ DAL,W,39,4,15,26.70%,0,4,0.00%,6,8,75.00%,6,8,14,7,4,2,0,2,14,9
Scottie Barnes,Raptors,5-Nov-23,TOR @ SAS,W,42,9,20,45.00%,5,10,50.00%,7,11,63.60%,4,7,11,6,3,3,3,1,30,14
Scottie Barnes,Raptors,2-Nov-23,TOR @ PHI,L,35,9,16,56.30%,2,7,28.60%,4,4,100.00%,2,6,8,8,0,0,1,4,24,-11
Scottie Barnes,Raptors,1-Nov-23,TOR vs. MIL,W,29,8,16,50.00%,4,6,66.70%,1,1,100.00%,5,7,12,5,1,2,3,1,21,14
Scottie Barnes,Raptors,30-Oct-23,TOR vs. POR,L,37,8,19,42.10%,1,4,25.00%,3,3,100.00%,4,8,12,2,2,1,4,3,20,1
Scottie Barnes,Raptors,28-Oct-23,TOR vs. PHI,L,37,11,16,68.80%,2,5,40.00%,0,0,0.00%,1,7,8,5,0,2,1,3,24,-6
Scottie Barnes,Raptors,27-Oct-23,TOR @ CHI,L,39,9,14,64.30%,1,2,50.00%,3,4,75.00%,1,9,10,10,0,2,7,5,22,15
Scottie Barnes,Raptors,25-Oct-23,TOR vs. MIN,W,37,6,16,37.50%,1,4,25.00%,4,6,66.70%,1,7,8,5,2,5,4,1,17,2
Scottie Barnes - Average,Average,,,,36,7.6,16.3,46.40%,2,5.7,34.20%,3.1,4.1,64.50%,2.8,7,9.8,5.8,1.4,2,2.7,2.3,20.2,1.1
RJ Barrett,Knicks,12-Nov-23,NYK vs. CHA,W,31,9,16,56.30%,4,6,66.70%,2,3,66.70%,0,4,4,2,1,1,1,1,24,26
RJ Barrett,Knicks,8-Nov-23,NYK vs. SAS,W,32,8,17,47.10%,5,9,55.60%,3,3,100.00%,0,2,2,6,1,0,0,2,24,26
RJ Barrett,Knicks,6-Nov-23,NYK vs. LAC,W,31,9,16,56.30%,2,4,50.00%,6,6,100.00%,1,5,6,4,0,0,5,1,26,13
RJ Barrett,Knicks,31-Oct-23,NYK @ CLE,W,25,5,13,38.50%,3,5,60.00%,3,4,75.00%,1,2,3,0,0,0,1,2,16,14
RJ Barrett,Knicks,28-Oct-23,NYK @ NOP,L,30,7,16,43.80%,1,6,16.70%,3,4,75.00%,0,3,3,2,0,1,3,0,18,-15
RJ Barrett,Knicks,27-Oct-23,NYK @ ATL,W,34,9,15,60.00%,3,5,60.00%,5,6,83.30%,1,2,3,6,1,0,3,2,26,6
RJ Barrett,Knicks,25-Oct-23,NYK vs. BOS,L,36,8,20,40.00%,2,5,40.00%,6,7,85.70%,1,2,3,2,1,0,2,0,24,6
RJ Barrett - Average,Average,,,,31.3,7.9,16.1,48.90%,2.9,5.7,49.90%,4,4.7,83.70%,0.6,2.9,3.4,3.1,0.6,0.3,2.1,1.1,22.6,10.9
Charles Bassey,Spurs,12-Nov-23,SAS vs. MIA,L,6,1,2,50.00%,0,0,0.00%,1,2,50.00%,3,2,5,1,1,0,1,2,3,-4
Charles Bassey,Spurs,10-Nov-23,SAS vs. MIN,L,11,1,3,33.30%,0,1,0.00%,0,0,0.00%,2,4,6,2,0,2,0,1,2,-4
Charles Bassey,Spurs,8-Nov-23,SAS @ NYK,L,15,3,3,100.00%,0,0,0.00%,0,0,0.00%,1,3,4,1,1,2,0,1,6,-4
Charles Bassey,Spurs,6-Nov-23,SAS @ IND,L,17,5,5,100.00%,0,0,0.00%,0,0,0.00%,2,1,3,1,3,0,1,3,10,-26
Charles Bassey,Spurs,5-Nov-23,SAS vs. TOR,L,9,1,1,100.00%,0,0,0.00%,0,0,0.00%,1,1,2,0,0,0,1,1,2,8
Charles Bassey,Spurs,2-Nov-23,SAS @ PHX,W,6,1,1,100.00%,0,0,0.00%,1,1,100.00%,0,1,1,1,1,0,1,0,3,8
Charles Bassey,Spurs,31-Oct-23,SAS @ PHX,W,15,1,2,50.00%,0,0,0.00%,0,0,0.00%,1,2,3,1,0,1,1,4,2,-13
Charles Bassey,Spurs,29-Oct-23,SAS @ LAC,L,16,3,4,75.00%,0,0,0.00%,0,0,0.00%,1,4,5,1,1,1,0,2,6,9
Charles Bassey,Spurs,27-Oct-23,SAS vs. HOU,W,7,0,0,0.00%,0,0,0.00%,0,0,0.00%,1,2,3,0,0,0,0,1,0,-3
Charles Bassey,Spurs,25-Oct-23,SAS vs. DAL,L,13,1,1,100.00%,0,0,0.00%,0,0,0.00%,1,4,5,2,1,0,1,0,2,-6
Charles Bassey - Average,Average,,,,11.5,1.7,2.2,70.80%,0,0.1,0.00%,0.2,0.3,15.00%,1.3,2.4,3.7,1,0.8,0.6,0.6,1.5,3.6,-3.5
Emoni Bates,Cavaliers,11-Nov-23,CLE @ GSW,W,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-6
Emoni Bates,Cavaliers,31-Oct-23,CLE vs. NYK,L,23,3,8,37.50%,2,5,40.00%,1,2,50.00%,1,5,6,1,0,1,1,1,9,-9
Emoni Bates,Cavaliers,28-Oct-23,CLE vs. IND,L,7,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-15
Emoni Bates - Average,Average,,,,10.3,1,3,12.50%,0.7,2,13.30%,0.3,0.7,16.70%,0.3,1.7,2,0.3,0,0.3,0.3,0.3,3,-10
Keita Bates-Diop,Suns,12-Nov-23,PHX vs. OKC,L,27,3,9,33.30%,0,1,0.00%,0,0,0.00%,4,4,8,2,0,0,1,3,6,-4
Keita Bates-Diop,Suns,10-Nov-23,PHX vs. LAL,L,30,4,11,36.40%,1,6,16.70%,2,2,100.00%,2,3,5,0,2,0,0,0,11,-6
Keita Bates-Diop,Suns,8-Nov-23,PHX @ CHI,W,31,2,4,50.00%,2,4,50.00%,1,2,50.00%,1,4,5,3,1,3,0,3,7,19
Keita Bates-Diop,Suns,5-Nov-23,PHX @ DET,W,20,0,3,0.00%,0,1,0.00%,0,0,0.00%,2,4,6,1,0,1,0,0,0,1
Keita Bates-Diop,Suns,4-Nov-23,PHX @ PHI,L,24,3,6,50.00%,2,3,66.70%,0,1,0.00%,0,3,3,2,1,2,0,0,8,-2
Keita Bates-Diop,Suns,2-Nov-23,PHX vs. SAS,L,18,5,7,71.40%,1,3,33.30%,2,4,50.00%,0,2,2,0,0,0,0,1,13,7
Keita Bates-Diop,Suns,28-Oct-23,PHX vs. UTA,W,6,1,2,50.00%,0,0,0.00%,0,0,0.00%,0,1,1,1,0,0,0,0,2,-4
Keita Bates-Diop - Average,Average,,,,22.3,2.6,6,41.60%,0.9,2.6,23.80%,0.7,1.3,28.60%,1.3,3,4.3,1.3,0.6,0.9,0.1,1,6.7,1.6
Nicolas Batum,76ers,12-Nov-23,PHI vs. IND,W,33,3,5,60.00%,3,5,60.00%,0,0,0.00%,2,5,7,0,1,3,1,2,9,1
Nicolas Batum,76ers,10-Nov-23,PHI @ DET,W,26,1,2,50.00%,1,2,50.00%,0,0,0.00%,1,2,3,3,1,0,0,4,3,13
Nicolas Batum,76ers,8-Nov-23,PHI vs. BOS,W,26,2,3,66.70%,1,2,50.00%,0,0,0.00%,2,2,4,1,0,1,0,2,5,7
Nicolas Batum,76ers,6-Nov-23,PHI vs. WAS,W,17,4,5,80.00%,3,4,75.00%,0,0,0.00%,0,2,2,0,1,0,0,1,11,28
Nicolas Batum,76ers,29-Oct-23,LAC vs. SAS,W,15,0,4,0.00%,0,4,0.00%,0,0,0.00%,0,2,2,1,1,0,1,1,0,6
Nicolas Batum,76ers,27-Oct-23,LAC @ UTA,L,30,3,4,75.00%,2,3,66.70%,0,0,0.00%,0,2,2,3,1,3,0,4,8,-4
Nicolas Batum,76ers,25-Oct-23,LAC vs. POR,W,9,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,3,3,1,1,1,0,0,0,-2
Nicolas Batum - Average,Average,,,,22.3,1.9,3.3,47.40%,1.4,2.9,43.10%,0,0,0.00%,0.7,2.6,3.3,1.3,0.9,1.1,0.3,2,5.1,7
Bradley Beal,Suns,12-Nov-23,PHX vs. OKC,L,30,6,17,35.30%,0,5,0.00%,3,6,50.00%,1,7,8,5,0,0,5,5,15,-18
Bradley Beal,Suns,10-Nov-23,PHX vs. LAL,L,32,9,17,52.90%,2,4,50.00%,4,6,66.70%,2,2,4,2,2,0,2,4,24,-14
Bradley Beal,Suns,8-Nov-23,PHX @ CHI,W,24,3,12,25.00%,3,6,50.00%,4,4,100.00%,0,4,4,4,0,1,2,0,13,16
Bradley Beal - Average,Average,,,,28.7,6,15.3,37.70%,1.7,5,33.30%,3.7,5.3,72.20%,1,4.3,5.3,3.7,0.7,0.3,3,3,17.3,-5.3
Malik Beasley,Bucks,11-Nov-23,MIL @ ORL,L,20,0,4,0.00%,0,3,0.00%,0,0,0.00%,0,2,2,1,0,0,1,3,0,-6
Malik Beasley,Bucks,9-Nov-23,MIL @ IND,L,29,4,10,40.00%,3,6,50.00%,2,2,100.00%,1,3,4,2,1,0,0,2,13,-10
Malik Beasley,Bucks,8-Nov-23,MIL vs. DET,W,25,4,6,66.70%,1,2,50.00%,1,1,100.00%,2,4,6,2,1,0,0,0,10,24
Malik Beasley,Bucks,6-Nov-23,MIL @ BKN,W,14,1,5,20.00%,1,5,20.00%,0,0,0.00%,0,6,6,0,0,0,1,2,3,-9
Malik Beasley,Bucks,3-Nov-23,MIL vs. NYK,W,22,0,2,0.00%,0,1,0.00%,0,0,0.00%,0,3,3,3,0,0,0,2,0,6
Malik Beasley,Bucks,1-Nov-23,MIL @ TOR,L,25,7,10,70.00%,6,9,66.70%,0,0,0.00%,0,2,2,0,2,0,0,2,20,-23
Malik Beasley,Bucks,30-Oct-23,MIL vs. MIA,W,32,2,8,25.00%,1,6,16.70%,0,2,0.00%,0,3,3,2,2,0,2,3,5,-10
Malik Beasley,Bucks,29-Oct-23,MIL vs. ATL,L,32,6,12,50.00%,4,10,40.00%,2,4,50.00%,1,3,4,1,2,0,2,3,18,-26
Malik Beasley,Bucks,26-Oct-23,MIL vs. PHI,W,31,2,4,50.00%,1,1,100.00%,0,0,0.00%,0,4,4,3,2,0,2,1,5,-5
Malik Beasley - Average,Average,,,,25.6,2.9,6.8,35.70%,1.9,4.8,38.20%,0.6,1,27.80%,0.4,3.3,3.8,1.6,1.1,0,0.9,2,8.2,-6.6
MarJon Beauchamp,Bucks,11-Nov-23,MIL @ ORL,L,20,2,7,28.60%,0,2,0.00%,1,3,33.30%,1,3,4,0,0,0,3,2,5,-19
MarJon Beauchamp,Bucks,9-Nov-23,MIL @ IND,L,13,2,4,50.00%,1,2,50.00%,0,0,0.00%,1,3,4,2,0,0,0,0,5,6
MarJon Beauchamp,Bucks,8-Nov-23,MIL vs. DET,W,27,4,8,50.00%,0,3,0.00%,2,2,100.00%,1,1,2,1,0,0,1,4,10,-25
MarJon Beauchamp,Bucks,6-Nov-23,MIL @ BKN,W,16,1,2,50.00%,1,1,100.00%,0,0,0.00%,1,0,1,2,1,0,1,0,3,18
MarJon Beauchamp,Bucks,3-Nov-23,MIL vs. NYK,W,13,5,7,71.40%,3,5,60.00%,0,1,0.00%,1,1,2,2,0,0,0,2,13,5
MarJon Beauchamp,Bucks,1-Nov-23,MIL @ TOR,L,16,2,5,40.00%,2,5,40.00%,2,2,100.00%,0,2,2,0,0,0,0,0,8,5
MarJon Beauchamp,Bucks,29-Oct-23,MIL vs. ATL,L,16,3,5,60.00%,2,2,100.00%,0,0,0.00%,1,0,1,0,0,0,1,3,8,-2
MarJon Beauchamp,Bucks,26-Oct-23,MIL vs. PHI,W,16,2,3,66.70%,0,1,0.00%,0,0,0.00%,1,1,2,0,0,0,0,3,4,-3
MarJon Beauchamp - Average,Average,,,,17.1,2.6,5.1,52.10%,1.1,2.6,43.80%,0.6,1,29.20%,0.9,1.4,2.2,0.9,0.1,0,0.8,1.8,7,-1.9
Davis Bertans,Thunder,12-Nov-23,OKC @ PHX,W,3,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-5
Davis Bertans,Thunder,8-Nov-23,OKC vs. CLE,W,10,0,3,0.00%,0,3,0.00%,3,3,100.00%,0,0,0,1,1,0,0,2,3,4
Davis Bertans,Thunder,30-Oct-23,OKC vs. DET,W,13,1,2,50.00%,1,2,50.00%,3,3,100.00%,0,1,1,0,0,0,0,1,6,8
Davis Bertans - Average,Average,,,,8.7,0.3,1.7,16.70%,0.3,1.7,16.70%,2,2,66.70%,0,0.3,0.3,0.3,0.3,0,0,1,3,2.3
Patrick Beverley,76ers,12-Nov-23,PHI vs. IND,W,17,1,4,25.00%,1,4,25.00%,0,0,0.00%,1,1,2,1,1,0,0,3,3,3
Patrick Beverley,76ers,10-Nov-23,PHI @ DET,W,5,0,1,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,0,0,-8
Patrick Beverley,76ers,8-Nov-23,PHI vs. BOS,W,15,1,2,50.00%,0,1,0.00%,0,0,0.00%,0,5,5,4,0,0,0,2,2,4
Patrick Beverley,76ers,6-Nov-23,PHI vs. WAS,W,12,2,3,66.70%,1,2,50.00%,1,1,100.00%,2,2,4,5,1,1,1,0,6,27
Patrick Beverley,76ers,4-Nov-23,PHI vs. PHX,W,12,0,1,0.00%,0,1,0.00%,0,0,0.00%,1,3,4,1,0,0,0,1,0,-2
Patrick Beverley,76ers,2-Nov-23,PHI vs. TOR,W,28,1,6,16.70%,0,3,0.00%,0,0,0.00%,3,2,5,1,2,1,2,3,2,10
Patrick Beverley,76ers,29-Oct-23,PHI vs. POR,W,20,2,3,66.70%,0,0,0.00%,0,0,0.00%,1,1,2,2,1,3,1,3,4,8
Patrick Beverley,76ers,28-Oct-23,PHI @ TOR,W,17,1,2,50.00%,0,0,0.00%,0,0,0.00%,3,2,5,2,0,0,1,2,2,10
Patrick Beverley,76ers,26-Oct-23,PHI @ MIL,L,14,1,1,100.00%,0,0,0.00%,0,0,0.00%,0,2,2,2,0,0,0,2,2,6
Patrick Beverley - Average,Average,,,,15.6,1,2.6,41.70%,0.2,1.2,8.30%,0.1,0.1,11.10%,1.2,2,3.2,2.1,0.6,0.6,0.6,1.8,2.3,6.4
Saddiq Bey,Hawks,11-Nov-23,ATL vs. MIA,L,24,3,9,33.30%,2,7,28.60%,0,0,0.00%,3,5,8,0,0,0,4,0,8,-10
Saddiq Bey,Hawks,9-Nov-23,ATL @ ORL,W,29,1,4,25.00%,0,0,0.00%,0,0,0.00%,1,2,3,0,1,0,1,3,2,-8
Saddiq Bey,Hawks,6-Nov-23,ATL @ OKC,L,26,6,11,54.50%,3,6,50.00%,0,0,0.00%,4,4,8,2,0,0,2,1,15,6
Saddiq Bey,Hawks,4-Nov-23,ATL @ NOP,W,26,5,13,38.50%,2,7,28.60%,0,0,0.00%,4,1,5,2,1,0,0,2,12,4
Saddiq Bey,Hawks,1-Nov-23,ATL vs. WAS,W,32,4,10,40.00%,2,7,28.60%,4,4,100.00%,1,6,7,0,1,0,1,1,14,10
Saddiq Bey,Hawks,30-Oct-23,ATL vs. MIN,W,25,4,5,80.00%,3,3,100.00%,0,0,0.00%,0,6,6,1,0,1,1,2,11,17
Saddiq Bey,Hawks,29-Oct-23,ATL @ MIL,W,31,4,9,44.40%,1,3,33.30%,4,5,80.00%,3,6,9,3,0,0,1,0,13,23
Saddiq Bey,Hawks,27-Oct-23,ATL vs. NYK,L,26,2,4,50.00%,1,2,50.00%,0,0,0.00%,0,1,1,1,0,1,1,2,5,-6
Saddiq Bey,Hawks,25-Oct-23,ATL @ CHA,L,29,6,12,50.00%,1,4,25.00%,2,2,100.00%,3,2,5,0,5,0,2,1,15,-2
Saddiq Bey - Average,Average,,,,27.6,3.9,8.6,46.20%,1.7,4.3,38.20%,1.1,1.2,31.10%,2.1,3.7,5.8,1,0.9,0.2,1.4,1.3,10.6,3.8
Goga Bitadze,Magic,11-Nov-23,ORL vs. MIL,W,21,1,5,20.00%,0,0,0.00%,0,0,0.00%,5,4,9,2,2,0,1,2,2,4
Goga Bitadze,Magic,9-Nov-23,ORL vs. ATL,L,21,5,7,71.40%,0,0,0.00%,2,4,50.00%,2,3,5,0,0,2,1,2,12,7
Goga Bitadze,Magic,6-Nov-23,ORL vs. DAL,L,22,3,5,60.00%,0,1,0.00%,1,1,100.00%,2,4,6,0,2,1,1,3,7,0
Goga Bitadze,Magic,4-Nov-23,ORL vs. LAL,W,26,3,6,50.00%,0,1,0.00%,4,4,100.00%,4,6,10,2,0,5,0,2,10,27
Goga Bitadze,Magic,31-Oct-23,ORL @ LAC,L,4,0,0,0.00%,0,0,0.00%,1,2,50.00%,1,0,1,3,0,0,0,0,1,-1
Goga Bitadze,Magic,30-Oct-23,ORL @ LAL,L,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,5
Goga Bitadze,Magic,25-Oct-23,ORL vs. HOU,W,5,2,2,100.00%,0,0,0.00%,3,4,75.00%,1,2,3,0,1,0,1,1,7,9
Goga Bitadze - Average,Average,,,,14.3,2,3.6,43.10%,0,0.3,0.00%,1.6,2.1,53.60%,2.1,2.7,4.9,1,0.7,1.1,0.6,1.4,5.6,7.3
Onuralp Bitim,Bulls,4-Nov-23,CHI @ DEN,L,3,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-2
Onuralp Bitim - Average,Average,,,,3,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-2
Bismack Biyombo,Grizzlies,12-Nov-23,MEM @ LAC,W,36,5,6,83.30%,0,0,0.00%,3,7,42.90%,4,8,12,3,1,2,1,3,13,20
Bismack Biyombo,Grizzlies,10-Nov-23,MEM vs. UTA,L,34,5,10,50.00%,0,0,0.00%,5,6,83.30%,9,6,15,0,1,0,0,4,15,-5
Bismack Biyombo,Grizzlies,8-Nov-23,MEM vs. MIA,L,30,4,4,100.00%,0,0,0.00%,1,2,50.00%,6,4,10,0,1,0,1,4,9,-17
Bismack Biyombo,Grizzlies,5-Nov-23,MEM @ POR,W,26,3,6,50.00%,0,0,0.00%,2,2,100.00%,5,6,11,4,0,3,2,5,8,18
Bismack Biyombo,Grizzlies,3-Nov-23,MEM @ POR,L,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0
Bismack Biyombo - Average,Average,,,,25.2,3.4,5.2,56.70%,0,0,0.00%,2.2,3.4,55.20%,4.8,4.8,9.6,1.4,0.6,1,0.8,3.2,9,3.2
Anthony Black,Magic,11-Nov-23,ORL vs. MIL,W,28,1,3,33.30%,0,1,0.00%,0,0,0.00%,0,0,0,3,0,0,1,2,2,6
Anthony Black,Magic,9-Nov-23,ORL vs. ATL,L,17,3,4,75.00%,1,2,50.00%,2,2,100.00%,2,1,3,1,1,1,1,3,9,-3
Anthony Black,Magic,6-Nov-23,ORL vs. DAL,L,33,3,7,42.90%,2,4,50.00%,0,0,0.00%,2,3,5,2,0,0,1,2,8,-13
Anthony Black,Magic,4-Nov-23,ORL vs. LAL,W,30,4,6,66.70%,2,3,66.70%,1,1,100.00%,1,3,4,2,1,0,0,2,11,32
Anthony Black,Magic,2-Nov-23,ORL @ UTA,W,16,4,4,100.00%,0,0,0.00%,1,3,33.30%,1,2,3,1,2,0,1,2,9,6
Anthony Black,Magic,31-Oct-23,ORL @ LAC,L,4,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,1,0,-1
Anthony Black,Magic,25-Oct-23,ORL vs. HOU,W,5,2,2,100.00%,0,0,0.00%,1,1,100.00%,0,0,0,1,0,2,0,0,5,9
Anthony Black - Average,Average,,,,19,2.4,3.7,59.70%,0.7,1.4,23.80%,0.7,1,47.60%,0.9,1.3,2.1,1.6,0.6,0.4,0.6,1.7,6.3,5.1
